config,target,blocksize,iteration,bandwidth
35,p9ufs,8192,0,73.9
35,p9ufs,8192,1,69.8
35,p9ufs,8192,2,60.9
35,p9ufs,8192,3,57.6
35,p9ufs,8192,4,61.0
35,p9ufs,4096,0,30.0
35,p9ufs,4096,1,31.1
35,p9ufs,4096,2,31.1
35,p9ufs,4096,3,31.0
35,p9ufs,4096,4,29.4
35,p9ufs,1024,0,8.6
35,p9ufs,1024,1,9.4
35,p9ufs,1024,2,9.9
35,p9ufs,1024,3,9.1
35,p9ufs,1024,4,8.6
35,p9ufs,512,0,4.9
35,p9ufs,512,1,4.8
35,p9ufs,512,2,4.9
35,p9ufs,512,3,4.7
35,p9ufs,512,4,4.8
39,virtio,131072,0,3.3
39,virtio,131072,1,3.4
39,virtio,131072,2,3.6
39,virtio,131072,3,3.3
39,virtio,131072,4,3.3
39,virtio,65536,0,1.6
39,virtio,65536,1,1.7
39,virtio,65536,2,1.9
39,virtio,65536,3,1.6
39,virtio,65536,4,1.7
40,virtio,131072,0,10.2
40,virtio,131072,1,10.4
40,virtio,131072,2,10.5
40,virtio,131072,3,9.5
40,virtio,131072,4,9.9
40,virtio,65536,0,8.5
40,virtio,65536,1,8.7
40,virtio,65536,2,7.9
40,virtio,65536,3,8.5
40,virtio,65536,4,8.5
40,virtio,32768,0,7.6
40,virtio,32768,1,7.2
40,virtio,32768,2,7.8
40,virtio,32768,3,7.7
40,virtio,32768,4,7.3
40,virtio,16384,0,6.8
40,virtio,16384,1,7.5
40,virtio,16384,2,6.9
40,virtio,16384,3,7.0
40,virtio,16384,4,7.6
40,virtio,8192,0,6.6
40,virtio,8192,1,7.2
40,virtio,8192,2,6.9
40,virtio,8192,3,6.8
40,virtio,8192,4,6.2
40,virtio,4096,0,6.7
40,virtio,4096,1,6.1
40,virtio,4096,2,6.7
40,virtio,4096,3,6.5
40,virtio,4096,4,6.5
40,virtio,1024,0,5.7
40,virtio,1024,1,5.6
40,virtio,1024,2,5.3
40,virtio,1024,3,5.6
40,virtio,1024,4,5.4
40,virtio,512,0,4.6
40,virtio,512,1,4.1
40,virtio,512,2,4.3
40,virtio,512,3,4.1
40,virtio,512,4,4.5
40,npfs,131072,0,4.5
40,npfs,131072,1,4.6
40,npfs,131072,2,9.9
40,npfs,131072,3,4.2
40,npfs,131072,4,9.4
40,npfs,65536,0,8.3
40,npfs,65536,1,8.8
40,npfs,65536,2,8.6
40,npfs,65536,3,8.3
40,npfs,65536,4,8.6
40,npfs,32768,0,7.4
40,npfs,32768,1,7.7
40,npfs,32768,2,8.0
40,npfs,32768,3,7.4
40,npfs,32768,4,7.6
40,npfs,16384,0,6.8
40,npfs,16384,1,7.0
40,npfs,16384,2,7.3
40,npfs,16384,3,6.9
40,npfs,16384,4,6.9
40,npfs,8192,0,6.2
40,npfs,8192,1,6.6
40,npfs,8192,2,6.9
40,npfs,8192,3,6.6
40,npfs,8192,4,6.4
40,npfs,4096,0,5.8
40,npfs,4096,1,5.7
40,npfs,4096,2,6.1
40,npfs,4096,3,6.1
40,npfs,4096,4,6.2
40,npfs,1024,0,4.0
40,npfs,1024,1,3.8
40,npfs,1024,2,3.9
40,npfs,1024,3,3.9
40,npfs,1024,4,3.8
40,npfs,512,0,2.6
40,npfs,512,1,2.8
40,npfs,512,2,2.6
40,npfs,512,3,2.7
40,npfs,512,4,2.6
40,p9ufs,131072,0,9.5
40,p9ufs,131072,1,4.5
40,p9ufs,131072,2,4.5
40,p9ufs,131072,3,4.6
40,p9ufs,131072,4,9.6
40,p9ufs,65536,0,8.2
40,p9ufs,65536,1,8.4
40,p9ufs,65536,2,8.9
40,p9ufs,65536,3,8.3
40,p9ufs,65536,4,8.6
40,p9ufs,32768,0,8.0
40,p9ufs,32768,1,7.3
40,p9ufs,32768,2,8.2
40,p9ufs,32768,3,7.3
40,p9ufs,32768,4,7.5
40,p9ufs,16384,0,7.3
40,p9ufs,16384,1,6.7
40,p9ufs,16384,2,7.7
40,p9ufs,16384,3,6.4
40,p9ufs,16384,4,7.2
40,p9ufs,8192,0,6.3
40,p9ufs,8192,1,7.0
40,p9ufs,8192,2,7.0
40,p9ufs,8192,3,6.8
40,p9ufs,8192,4,6.8
40,p9ufs,4096,0,6.0
40,p9ufs,4096,1,6.4
40,p9ufs,4096,2,6.5
40,p9ufs,4096,3,6.0
40,p9ufs,4096,4,6.3
40,p9ufs,1024,0,4.2
40,p9ufs,1024,1,4.3
40,p9ufs,1024,2,4.1
40,p9ufs,1024,3,4.2
40,p9ufs,1024,4,4.5
40,p9ufs,512,0,3.0
40,p9ufs,512,1,3.0
40,p9ufs,512,2,2.8
40,p9ufs,512,3,2.8
40,p9ufs,512,4,2.9
40,cpu,131072,0,5.9
40,cpu,131072,1,5.8
40,cpu,131072,2,5.3
40,cpu,131072,3,5.4
40,cpu,131072,4,5.5
40,cpu,65536,0,5.2
40,cpu,65536,1,5.1
40,cpu,65536,2,4.8
40,cpu,65536,3,4.8
40,cpu,65536,4,4.8
40,cpu,32768,0,4.8
40,cpu,32768,1,4.5
40,cpu,32768,2,4.8
40,cpu,32768,3,4.7
40,cpu,32768,4,5.0
40,cpu,16384,0,4.3
40,cpu,16384,1,4.5
40,cpu,16384,2,4.7
40,cpu,16384,3,4.4
40,cpu,16384,4,4.4
40,cpu,8192,0,4.3
41,virtio,131072,0,606.0
41,virtio,131072,1,611.0
41,virtio,131072,2,481.0
41,virtio,131072,3,484.0
41,virtio,131072,4,583.0
41,virtio,65536,0,476.0
41,virtio,65536,1,632.0
41,virtio,65536,2,564.0
41,virtio,65536,3,530.0
41,virtio,65536,4,564.0
41,virtio,32768,0,449.0
41,virtio,32768,1,388.0
41,virtio,32768,2,377.0
41,virtio,32768,3,435.0
41,virtio,32768,4,507.0
41,virtio,16384,0,303.0
41,virtio,16384,1,280.0
41,virtio,16384,2,296.0
41,virtio,16384,3,241.0
41,virtio,16384,4,283.0
41,virtio,8192,0,193.0
41,virtio,8192,1,187.0
41,virtio,8192,2,201.0
41,virtio,8192,3,185.0
